8936:866,361,238,709,262,698,500,901,2139,409
8958:302,654,76,58,616,866,650,8,65,84
8984:9725,669,40,2703,2162,225,1069,875,3632,967
9000:17,302,76,616,866,650,8,65,29,518
9001:17,302,654,76,58,616,650,8,65,84
9013:15766,17,302,654,76,58,616,650,8,65
9024:650,17,302,654,76,58,616,866,650,8
9079:17,302,654,76,58,616,866,650,8,65
9085:17,654,76,58,616,866,650,8,65,84
9096:27344,1455,17,302,654,76,58,616,866,650
9098:2614,866,669,361,238,709,262,698,500,873
9106:302,654,76,58,616,650,8,84,29,518
9111:62,116,4374,15676,407,10046,356,398,194,1109
9122:17,302,76,58,650,8,65,84,29,518
9128:6809,1162,654,58,616,866,8,65,84,29
9135:654,17,302,654,76,58,616,866,650,65
9141:1352,3704,1709,3307,1527,189,9289,4444,2880,605
9152:119,5567,302,654,76,58,616,866,650,8
9155:17,302,654,76,58,866,650,8,65,84
9157:112933,40,2703,2162,1069,875,3632,1352,967,533
9158:866,361,238,709,262,698,901,2139,409,40
9159:17,302,654,76,58,616,650,8,65,84
9160:3704,1709,3307,1527,4444,2880,4825,605,10041,2110
9161:22781,40,2703,2162,719,1069,2318,875,3632,967
9171:65,749,511,654,58,616,8,65,84,29
9173:302,654,76,58,616,866,650,8,65,84
9200:17,302,654,76,58,616,866,650,8,65
9224:17,302,654,76,58,616,650,8,65,84
9225:71228,17,302,654,76,58,616,866,650,8
9233:378,2816,1131,22,3915,1957,7006,3107,814,3661
9236:17,302,654,76,58,616,650,8,65,84
9237:1874,48110,1362,6873,65,76,866,8,65,84
9238:302,654,76,58,616,650,8,65,84,29
9245:45849,2868,239,62574,3853,1866,923,1806,1476,302
9249:17,302,654,76,58,616,650,8,65,84
9256:46215,19899,302,654,76,58,616,8,65,29
9276:4589,17,302,654,76,58,616,650,8,65
9288:302,654,76,58,616,650,8,84,29,518
9290:225,924,7680,4292,415,6559,2983,98,1989,11008
9291:14202,230,302,654,76,58,616,866,650,8
9310:17,302,654,76,58,616,866,8,65,84
9312:302,654,76,58,616,866,650,8,65,84
9313:65,17,302,654,76,58,616,866,650,8
9331:168,719,2318,1205,2715,4308,1460,5738,1326,2068
9333:40,2703,2162,1069,875,3632,967,1930,2275,535
9350:17,302,654,58,616,650,8,65,84,29
9357:1352,3704,1709,3307,4444,4825,605,2110,6379,11973
9359:302,654,58,616,8,65,84,29,518,224
9364:5389,17,302,654,76,58,616,650,8,65
9368:17,302,654,76,58,616,650,8,65,84
9369:17,302,654,76,58,616,866,650,8,65
9371:302,654,76,58,616,866,650,65,29,518
9381:866,361,238,709,262,698,500,901,2139,409
9389:17,302,654,76,58,616,650,8,65,84
9394:65,654,76,58,616,650,8,65,84,29
9400:17,302,76,58,866,8,65,84,29,518
9402:9815,168,719,2318,1205,2715,4308,1460,5738,1326
9420:18867,5017,302,654,76,58,616,650,8,65
9431:17,302,654,76,58,616,866,650,8,65
9432:17,302,654,76,58,616,650,8,65,29
9433:16952,40,2703,2162,1069,875,3632,1352,967,3704
9437:53318,17,302,654,76,58,616,866,650,8
9442:17,302,654,76,58,616,650,8,65,84
9443:302,654,76,58,866,650,8,65,84,29
9451:302,76,58,616,650,8,65,84,29,518
9473:22777,866,226,361,238,709,262,698,500,901
9474:5078,40,2703,2162,1069,875,2816,3632,967,1131
9486:669,225,924,7680,4292,415,6559,2983,98,1989
9487:3476,8105,483,17,302,654,76,58,616,866
9489:3632,17,654,76,58,616,866,650,8,65
9494:17,302,654,76,58,616,866,650,8,65
9498:4926,40,2703,2162,1069,875,3632,967,1930,2275
9499:64290,17,302,654,76,58,616,866,650,8
9500:17,302,654,76,58,616,866,650,8,65
9507:53415,17,302,654,76,58,616,866,650,8
9514:9961,1352,3704,1709,3307,4444,4825,605,2110,6379
9525:518,17,302,654,76,58,616,650,8,65
9528:542,17,302,654,76,58,616,650,8,65
9531:262,1352,3704,1709,3307,4444,4825,605,2110,6379
9535:124,17,302,654,76,58,616,866,650,8
9538:709,53001,3404,17,302,654,58,866,650,8
9541:29477,17,302,654,76,58,616,650,8,65
9553:17,302,654,76,58,616,866,650,8,65
9568:866,361,238,709,262,698,500,901,2139,409
9570:17,302,654,76,58,616,650,8,65,84
9571:11626,17,302,654,76,58,616,650,8,65
9573:17,302,654,76,58,616,650,8,65,84
9576:10038,40,2703,2162,1069,875,3632,967,1930,2275
9580:63579,17,302,654,76,58,616,866,650,65
9590:17,302,58,866,650,65,29,518,224,70
9593:1348,302,654,76,58,616,866,650,8,65
9606:5254,17,302,654,76,58,616,866,650,8
9612:559,1958,3431,322,302,76,58,616,866,650
9613:17,302,654,76,58,616,866,650,8,65
9614:18639,81,226,986,40,2703,2162,780,1069,875
9630:14498,866,361,238,709,262,500,901,2139,409
9665:84,378,17,58,866,650,8,65,84,29
9666:398,17,302,654,76,58,616,650,8,65
9668:9289,17,302,654,76,58,616,866,8,65
9680:17,302,654,58,616,650,8,65,84,29
9685:17,302,654,76,58,616,650,8,65,84
9693:17,302,654,76,58,616,650,8,65,84
9694:17,302,654,76,58,616,866,650,8,65
9696:924,669,168,40,2703,2162,719,225,1069,2318
9711:1352,3704,1709,3307,4444,4825,605,2110,6379,11973
9722:3632,46215,8651,17,302,654,76,58,616,866
9727:39860,866,361,709,262,698,500,901,2139,409
9742:1348,17,302,654,76,58,616,866,650,8
9745:4563,17,654,58,866,65,84,518,224,285
9752:8066,873,931,1276,431,3476,1539,219,718,4697
9753:15242,17,302,654,76,58,616,866,650,8
9755:17,654,76,58,616,866,650,8,65,84
9757:17,302,654,76,58,616,650,8,65,84
9786:302,654,76,58,616,650,8,65,84,29
9808:17,302,654,76,58,616,866,650,8,65
9810:5253,40,2703,2162,1069,875,117,3632,967,774
9812:7760,302,76,58,616,650,8,65,84,29
9813:65,18532,17,302,654,76,58,616,866,650
9818:17,40,2703,2162,1069,875,3632,967,1930,2275
9820:422,17,302,654,76,58,616,866,650,8
9824:866,361,238,709,262,698,500,901,2139,409
9827:17,131,17,302,654,76,58,616,650,8
9831:866,669,361,238,709,262,698,500,901,2139
9834:65,17,302,654,76,58,616,650,8,65
9837:17,654,76,616,866,650,8,65,84,29
9839:17,302,654,76,58,616,866,650,8,65
9840:11991,17,302,654,76,58,616,650,8,65
9864:3,15,9387,190,17,654,76,58,616,866
9879:17,302,654,76,58,616,866,650,8,65
9890:116,3476,1240,17,302,654,58,866,650,8
9891:654,76,58,616,866,8,65,29,518,285
9892:17,302,654,76,58,616,650,8,65,84
9896:17,302,654,76,58,616,866,650,8,65
9899:302,654,76,58,616,866,650,8,65,84
9900:46215,1348,17,302,654,616,866,650,8,65
9911:17,302,654,76,58,616,650,8,65,84
9926:302,654,76,58,650,8,65,84,29,518
9927:116,119,1217,356,650,518,669,224,508,564
9929:302,654,76,58,616,866,8,65,84,29
9944:669,873,40,931,2703,2162,225,1276,431,1069
9945:18287,866,361,238,709,262,698,500,901,2139
9946:866,361,238,709,262,698,500,901,2139,409
9961:669,873,931,225,1276,431,3476,924,1539,219
9984:40,2703,2162,1069,875,3632,967,1930,2275,347
10030:363,302,654,76,616,866,650,8,65,84
10040:866,361,238,709,262,698,500,901,2139,409
10050:17,302,654,76,58,616,650,8,65,84
10051:866,361,238,709,262,698,500,901,2139,409
10073:17,302,654,76,58,616,866,650,8,65
10078:16996,40,2703,2162,1069,875,3632,967,1930,2275
10082:302,654,76,58,616,866,650,8,65,84
10084:873,40,931,2703,2162,1276,431,1069,875,3632
10086:17,302,654,76,58,616,650,8,65,84
10088:866,361,238,709,262,698,500,901,2139,409
10090:866,361,238,709,262,698,500,901,2139,409
10110:302,654,76,58,616,866,650,8,65,84
10111:17,302,654,76,58,616,866,650,8,65
10115:17,302,654,76,58,616,650,8,65,84
10117:17,302,654,76,58,616,650,8,65,84
10130:17,302,654,76,58,616,650,8,65,84
10132:17,302,654,76,58,616,866,650,8,65
10133:8725,5419,48867,1939,20893,69534,51092,69443,29002,62211
10136:9722,17,302,654,58,616,650,8,65,84
10140:17,302,654,76,58,616,650,8,65,84
10148:14498,17,302,654,76,58,616,650,8,65
10155:8213,1410,356,5303,5582,103,17,302,654,76
10156:2715,866,361,238,709,262,698,500,901,2139
10194:17615,302,654,76,58,616,866,650,8,65
10196:302,76,58,616,866,650,8,65,84,29
10200:17,302,654,76,58,616,866,650,8,65
10210:17,302,654,76,58,616,866,650,8,65
10233:669,873,168,931,719,225,1276,431,2318,2816
10235:168,40,2703,2162,719,1069,2318,875,3632,1352
10236:866,361,238,709,262,698,500,901,2139,409
10237:7624,17,302,654,76,58,616,650,8,65
10249:17,302,654,76,58,616,650,8,65,84
10254:285,17,302,654,76,58,616,650,8,65
10267:76,616,866,650,8,65,29,518,224,285
10275:6129,17,302,654,76,58,616,650,8,65
10276:454,302,654,58,616,650,65,84,29,518
10279:1550,17,302,654,76,58,616,866,650,8
10302:2467,13683,495,4113,2369,3234,1324,395,486,285
10303:669,40,2703,2162,225,1069,875,3632,967,924
10304:866,361,238,709,262,698,500,901,2139,409
10306:3476,46215,2059,16811,17,654,616,866,650,8
10313:3233,5928,3824,17,302,654,76,58,616,866
10317:30634,302,654,76,58,616,650,8,65,84
10335:669,873,931,225,1276,431,3476,924,1539,219
10339:119,9617,559,875,654,76,58,616,650,65
10342:119,559,17431,17,302,654,76,616,866,650
10346:40,2703,2162,1069,875,117,3632,967,774,1930
10359:302,654,76,58,616,866,650,8,65,84
10364:866,361,238,709,262,698,500,901,2139,409
10366:654,76,58,866,650,84,29,224,81,508
10371:866,81,226,361,238,709,262,500,901,986
10377:654,17,302,654,76,58,616,866,650,8
10378:168,719,2318,1205,2715,4308,1460,5738,1326,2068
10387:873,168,931,719,1276,431,2318,3476,1205,1539
10388:819,354,5048,568,17,302,654,76,58,616
10392:40,2703,2162,1069,875,3632,967,1930,2275,535
10408:2548,840,8069,197,10541,5111,27070,13049,7160,5627
10420:17,302,654,76,58,650,8,65,84,29
10427:3039,59380,17,302,654,76,58,616,650,8
10439:76,866,650,8,65,84,29,518,224,285
10445:17,302,654,76,58,616,650,65,84,29
10454:17,302,654,76,58,616,650,8,65,84
10471:1405,17,302,654,76,58,616,866,650,8
10478:5254,17,17,302,76,58,616,866,650,8
10479:168,719,2318,1205,2715,4308,1460,5738,1326,2068
10480:17,302,654,76,58,866,650,8,65,84
10488:302,654,76,58,616,650,8,65,84,29
10502:669,225,1352,924,3704,1709,3307,7680,4292,4444
10513:124,17,302,654,76,58,616,866,650,8
10523:17,302,654,76,58,616,650,8,65,84
10543:866,361,238,709,262,698,500,901,2139,409
10554:2092,40,2703,2162,1069,875,3632,967,1930,2275
10563:378,302,654,58,616,866,650,8,65,84
10564:8066,2829,311,2675,302,654,58,616,866,650
10570:303,8109,17,76,58,616,650,8,65,84
10573:533,117,774,533,4372,311,176,5975,2579,4339
10580:17,302,654,76,58,616,650,8,65,84
10636:236,302,654,76,616,650,8,65,84,29
10655:17,302,654,76,58,616,650,8,65,84
10691:17,302,654,76,58,616,650,8,65,84
10693:17,302,654,76,650,8,65,84,29,518
10698:17,302,654,76,58,650,8,65,84,29
10707:10682,17,302,654,76,58,616,650,8,65
10710:449,10012,76,58,616,650,8,65,518,285
10726:40,2703,2162,1069,875,3632,1352,967,3704,1930
10747:168,40,2703,2162,719,1069,2318,875,3632,967
10758:65,17,302,654,76,58,616,866,650,8
10770:17,302,654,76,58,616,866,650,8,65
10779:29,17,302,654,76,58,616,650,8,65
10794:616,17,302,654,76,58,616,650,8,65
10801:866,361,238,709,262,698,500,901,2139,409
10807:18143,2387,58829,157,17,302,654,76,58,616
10820:17,302,654,76,58,616,650,8,65,84
10842:168,719,2318,1205,2715,4308,1460,5738,1326,2068
10843:559,17,302,654,76,58,616,650,8,65
10844:866,361,238,709,262,698,500,901,2139,409
10845:17,302,654,76,58,616,866,650,8,65
10854:669,225,924,533,311,7680,5975,4292,8772,11626
10858:530,17,302,654,76,58,616,866,650,8
10871:17,302,654,76,58,616,650,8,65,84
10892:17,302,654,76,58,616,866,650,8,65
10905:11717,40,2703,2162,1069,875,3632,967,1930,2275
10908:17,302,654,76,58,616,866,650,65,84
10913:19442,17,302,654,76,58,616,866,650,8
10920:22606,1476,302,654,76,58,616,866,650,8
10955:17,302,654,76,58,616,650,8,65,84
10956:544,302,654,76,58,616,650,65,84,29
10968:17,302,654,76,58,616,650,8,65,84
10991:17,302,654,76,58,616,866,650,8,65
10999:11122,17,654,76,58,616,866,65,84,29
11000:4616,226,873,986,40,931,2703,2162,780,1276
11022:244,302,654,76,58,616,866,650,8,65
11034:17,654,76,58,8,65,84,29,518,224
11037:11626,17,302,654,76,58,616,866,650,8
11047:17,302,654,76,58,616,650,8,65,84
11055:2703,40,2703,2162,1069,875,3632,967,1930,2275
11099:97,17,302,654,76,58,616,866,650,8
11105:559,952,2789,302,654,76,616,866,650,8
11110:866,361,238,709,262,698,500,901,2139,409
11118:866,361,238,378,709,262,698,500,901,2139
11132:866,361,238,709,262,698,500,901,2139,409
11134:18867,17,302,654,76,58,616,866,650,8
11135:65,17,302,654,76,58,616,650,8,65
11149:302,654,76,58,616,650,8,65,518,224
11150:40,2703,2162,1069,875,3632,967,533,1930,2275
11193:669,168,719,2318,1205,924,2715,4308,1460,5738
11211:347,6901,6545,3176,2092,2312,18287,3148,1787,3847
11222:17,302,654,76,58,616,866,650,8,65
11228:866,361,238,709,262,698,500,873,901,2139
11240:40,2703,2162,1069,875,3632,967,1930,2275,535
11259:669,40,2703,2162,1069,875,3632,967,1930,2275
11264:17,654,76,58,616,650,8,65,84,29
11273:76,58,616,650,65,84,29,224,285,508
11278:16105,16105,17,302,654,76,58,616,650,8
11279:873,168,40,931,2703,2162,719,1276,431,1069
11280:298,40,2703,2162,1069,875,3632,967,1930,2275
11287:302,654,76,58,616,650,8,65,29,518
11332:1352,3704,1709,3307,4444,4825,605,2110,6379,11973
11360:40,2703,2162,1069,875,3632,967,1930,2275,535
11363:17,302,654,76,58,616,866,650,8,65
11378:17,302,654,76,58,616,866,650,8,65
11388:190,901,16804,17,302,654,76,58,616,866
11394:17,302,654,76,58,616,866,650,8,65
11404:19963,17,302,654,76,58,616,866,650,8
11414:17,302,654,76,58,616,650,8,65,84
11418:6024,17,302,654,76,58,616,866,650,8
11419:1545,302,654,76,58,616,866,650,8,65
11426:21816,17,302,654,76,58,616,650,8,65
11427:81,226,986,780,3137,5767,731,18867,1884,754
11428:17,302,654,76,58,616,650,8,65,84
11431:285,40,2703,2162,1069,875,3632,967,1930,2275
11437:1902,17,302,654,76,58,616,866,650,8
11439:17,302,654,76,58,616,650,8,65,84
11444:518,17,654,76,58,616,866,650,8,65
11458:1196,483,4083,3057,6346,58,17,302,654,76
11462:65,17,302,654,76,58,616,866,650,8
11463:1405,8276,76,58,866,65,29,224,508,354
11484:34601,17,302,654,76,58,616,866,650,8
11507:17,302,654,58,616,866,650,8,65,84
11510:650,190,190,17,654,76,58,616,866,650
11511:2520,2520,873,168,40,931,2703,2162,719,1276
11525:19963,2361,17,302,654,76,58,616,650,8
11529:29,301,17,302,654,76,58,616,866,650
11535:19963,302,654,76,58,616,866,650,8,65
11537:7478,866,361,238,709,262,698,500,901,2139
11538:17,76,58,616,866,650,8,65,84,29
11540:40,2703,2162,1069,875,3632,967,1930,2275,535
11552:302,654,76,58,616,650,8,65,84,29
11554:866,361,238,378,709,262,698,500,901,2139
11558:17,302,654,76,58,616,866,650,8,65
11569:394,76,616,866,650,8,65,29,518,224
11584:17,302,654,76,866,650,8,65,84,29
11586:119,1405,55062,24467,17,302,654,76,58,616
11603:17,302,654,76,58,616,866,650,8,65
11606:25271,654,58,866,650,65,84,29,518,224
11614:17,302,654,76,58,616,650,8,65,84
11616:3231,14857,17,302,654,76,58,616,866,650
11651:17,302,654,76,58,616,866,650,8,65
11657:17,302,654,76,58,616,650,8,65,84
11660:17,76,58,616,650,8,65,84,518,224
11670:7029,17,302,654,76,58,616,866,650,8
11676:226,986,780,3137,5767,731,18867,1884,754,2967
11685:17,302,654,76,58,616,650,8,65,84
11699:5403,866,361,238,709,262,698,500,901,2139
11700:1568,302,654,76,58,616,8,65,84,29
11716:2337,302,654,76,58,616,650,8,65,84
11719:1455,17,302,654,76,58,616,650,8,65
11723:5567,17,302,654,76,58,616,866,650,8
11738:17,302,654,76,58,616,650,8,65,29
11749:81,226,986,40,2703,2162,780,1069,875,3137
11775:17183,17,302,654,76,58,616,866,650,8
11781:119,8730,17,654,58,616,866,8,65,84
11788:866,361,238,709,262,698,500,901,2139,409
11795:2008,10985,4510,17,302,654,76,58,616,866
11799:10039,40,2703,2162,1069,875,3632,967,1930,2275
11818:17,302,654,76,58,616,650,8,65,84
11825:81,986,168,719,780,2318,3137,5767,1205,2715
11835:17,76,58,616,650,8,65,84,29,518
11836:866,361,238,709,262,698,500,901,2139,409
11838:17,302,654,76,58,616,650,8,65,84
11839:866,361,238,709,262,698,500,901,2139,409
11843:50502,873,931,1276,431,1744,710,441,1002,3476
11844:755,17,302,654,76,58,616,866,650,8
11847:54442,866,361,238,709,262,698,500,901,2139
11851:168,719,2318,1205,2715,4308,1460,5738,1326,2068
11856:17,302,654,76,58,616,866,650,8,65
11863:40,2703,2162,1069,875,3632,967,1930,2275,535
11864:94,40,2703,2162,1069,875,3632,967,1930,2275
11865:17,17,302,58,616,866,650,8,65,84
11883:873,40,931,2703,2162,1276,431,1069,875,3632
11884:81,226,986,168,40,2703,2162,719,780,1069
11885:81,986,780,1744,710,1002,3137,5767,731,46215
11892:866,361,238,709,262,698,500,901,2139,409
11893:17,302,654,76,58,616,866,650,8,65
11896:17,302,654,58,616,650,8,65,84,29
11910:1927,302,654,76,58,616,866,650,8,65
11913:761,17,302,654,76,58,616,650,8,65
11922:17,302,654,76,616,866,650,8,65,84
11928:17,302,654,76,58,616,650,8,65,84
11929:65,3137,1220,654,866,650,8,65,84,29
11939:17,302,654,76,58,616,650,8,65,84
11956:654,76,616,866,650,8,65,84,29,518
11962:866,361,238,709,262,698,500,901,2139,409
11968:17,302,654,76,58,616,866,650,8,65
11972:17,302,654,76,58,616,650,8,65,84
11979:17,302,654,76,58,616,866,650,8,65
11983:1039,17,654,76,58,616,866,650,8,65
11988:1196,5753,15,302,654,76,58,616,866,8
11990:873,168,931,719,1276,431,2318,3476,1205,1539
11996:8725,8725,10732,5419,48867,1939,20893,69534,51092,69443
11999:7630,378,40,2703,2162,1744,1069,710,875,441
12008:1508,17,302,654,76,58,616,650,8,65
12010:55062,17,302,654,76,58,616,650,8,65
12011:34099,17,302,654,76,58,616,866,650,8
12027:17,302,654,58,616,866,650,8,65,84
12028:5465,1217,2316,4578,654,76,866,650,8,65
12037:6759,17,302,654,76,616,866,8,65,84
12047:17,302,654,76,58,616,866,650,8,65
12050:53415,17,654,76,616,866,650,65,518,224
12067:866,361,238,709,262,698,500,901,2139,409
12084:8730,17,654,76,866,650,8,65,84,29
12094:168,2318,1205,2715,4308,1460,5738,1326,347,6901
12130:17,302,654,76,58,616,866,650,8,65
12170:17,302,654,58,616,650,8,65,84,29
12199:17,302,654,76,58,616,650,8,65,84
12211:347,6901,6545,3176,2092,2312,18287,3148,1787,3847
12213:866,361,238,709,262,698,500,901,2139,409
12232:17,302,654,76,650,8,65,84,29,518
12234:65,17,302,654,76,58,616,866,650,8
12235:1240,17,302,76,58,616,650,8,65,84
12237:866,361,238,709,262,698,500,901,2139,409
12239:75790,866,361,238,709,262,698,500,901,2139
12263:17164,17,302,654,76,58,616,866,650,8
12268:944,17,302,654,76,58,616,650,8,65
12271:866,361,238,709,262,698,901,2139,409,190
12272:427,3256,17,302,654,76,58,616,650,8
12296:17,302,654,76,58,616,866,650,8,65
12310:8276,1109,22606,124,17,302,654,76,58,616
12327:17,302,654,58,616,866,650,8,65,84
12328:17,302,654,76,58,616,866,650,8,65
12356:5465,17,302,654,76,58,616,866,650,8
12360:116,285,302,654,76,58,616,650,8,65
12364:65,302,654,76,58,866,650,8,65,84
12373:28945,40,2703,2162,1069,875,3632,967,1930,2275
12375:47623,931,17,302,654,76,58,616,650,8
12376:669,40,2703,2162,225,1069,875,3632,1352,967
12379:866,361,238,709,262,698,500,901,2139,409
12406:12710,986,17,302,654,76,58,616,866,650
12416:1287,302,654,76,58,616,866,650,65,84
12428:81,40,2703,2162,1069,875,3632,967,1930,2275
12433:5581,17,302,654,76,58,616,650,8,65
12443:65,17,302,654,76,58,616,650,8,65
12453:302,654,76,58,616,866,650,8,65,29
12464:17,302,654,76,58,616,650,8,65,84
12467:873,40,931,2703,2162,1276,431,1069,875,3632
12474:17,302,654,76,58,616,650,8,65,84
12480:6496,17,302,654,76,58,616,650,8,65
12496:285,654,401,4414,8105,17,302,654,76,58
12498:901,40,2703,2162,1069,875,3632,967,1930,2275
12505:168,40,2703,2162,719,1069,2318,875,3632,967
12512:654,76,58,616,866,650,8,65,84,518
12531:17,302,654,76,58,616,650,8,65,84
12532:40,2703,2162,1069,875,3632,1352,967,3704,1930
12533:3632,9617,76,58,616,866,650,8,65,29
12534:17,302,654,76,58,616,650,8,65,84
12536:17,302,76,58,616,650,65,84,29,518
12540:1348,17,654,76,58,616,866,650,8,65
12541:17,302,654,76,58,616,866,650,8,65
12544:17,302,654,76,58,616,866,650,65,84
12549:238,709,262,698,500,901,2139,409,190,2265
12552:17,302,654,76,58,616,650,8,65,84
12555:866,81,226,361,238,709,262,698,500,901
12556:17,17,302,654,76,58,616,650,8,65
12559:2162,4837,302,654,76,58,616,866,650,8
12562:3913,64,10131,8819,14689,5496,53299,4154,24348,16579
12564:9894,2976,1023,76,58,616,866,8,65,84
12568:17,302,654,76,58,616,650,8,65,84
12573:1548,17,302,654,76,58,616,650,8,65
12587:431,302,654,76,58,616,650,8,65,84
12595:6559,17,302,654,76,58,616,866,650,8
12601:51041,14012,17,302,654,76,58,616,650,8
12604:3250,17468,302,76,866,650,65,84,29,518
12616:17,302,654,76,58,616,650,8,65,84
12622:1548,17,302,654,76,616,866,650,8,65
12628:168,719,2318,1205,2715,4308,1460,5738,1326,2068
12630:119,22253,17,302,654,76,58,616,866,650
12642:17,654,76,616,650,8,65,29,518,224
12660:17,302,654,76,58,616,650,8,65,84
12662:59585,3233,17,302,654,76,58,616,866,650
12663:17,302,654,76,58,616,866,650,8,65
12669:17,302,654,76,58,616,866,650,8,65
12676:46215,866,361,238,709,262,698,500,901,2139
12700:5122,866,361,238,709,262,698,500,901,2139
12701:17,302,654,76,58,616,866,650,65,84
12723:1744,710,1002,46215,3976,3506,1145,8928,3618,1760
12725:3886,17,302,654,76,58,616,650,8,65
12739:168,40,2703,2162,719,1069,2318,875,3632,967
12753:5184,17,302,654,58,616,866,650,8,65
12754:168,719,2318,1205,2715,4308,1460,5738,1326,2068
12761:5214,866,361,238,709,262,500,873,901,2139
12766:81,226,873,40,931,2703,2162,780,1276,431
12767:40,2703,2162,1069,875,3632,967,533,1930,2275
12773:866,669,361,238,709,262,698,500,873,901
12779:168,40,2703,2162,719,1069,2318,875,117,3632
12780:2980,17,302,654,76,58,616,650,8,65
12794:46215,16258,1099,425,2669,17,302,654,76,58
12795:1395,17,654,76,58,616,650,8,65,84
12796:866,361,238,709,262,698,500,901,2139,409
12799:168,40,2703,2162,719,1069,2318,875,3632,967
12804:1965,17,302,654,76,58,616,866,650,8
12807:14287,40,2703,2162,1069,875,3632,967,533,1930
12811:116,427,673,17,302,654,76,58,616,650
12836:17,302,654,76,58,616,650,8,65,84
12841:17,302,654,76,58,616,650,8,65,84
12852:37220,17,302,654,76,58,616,650,8,65
12860:119,559,114059,654,76,58,616,866,650,65
12885:302,654,58,616,866,650,8,65,84,29
12892:302,654,76,58,616,866,8,65,84,29
12898:15,11522,266,13221,17,302,654,76,58,616
12902:14408,1352,533,3704,1709,3307,311,5975,4444,4825
12912:4262,17,76,866,650,65,84,224,81,285
12918:62776,17,302,76,616,650,8,65,84,29
12928:17,302,654,76,58,616,866,650,65,84
12931:12480,13498,4107,17,302,654,76,616,650,8
12934:3516,17,302,654,76,58,616,650,8,65
12939:17,302,654,76,58,616,650,8,65,84
12956:19912,866,361,238,709,262,698,500,901,2139
12967:427,17,302,654,76,58,616,866,650,8
12970:17,302,654,76,58,616,8,65,84,29
12985:17,302,654,76,58,616,650,8,65,84
12986:17,302,654,58,616,866,650,8,65,84
12991:17,302,654,76,58,616,650,8,65,84
12998:182,17,302,654,76,58,616,866,650,8
13004:17,302,654,76,58,616,866,650,8,65
13019:866,361,238,709,262,698,500,901,2139,409
13024:48747,40,2703,2162,1069,875,3632,967,1930,2275
13025:17,302,654,76,58,616,650,8,65,84
13039:17,302,654,76,58,616,866,650,8,65
13040:81,226,986,780,3137,5767,731,18867,1884,754
13050:40,2703,2162,1069,875,3632,967,1930,2275,535
13060:1125,40,2703,2162,1069,875,3632,967,1930,2275
13062:5998,17,302,654,76,58,616,650,8,65
13071:10041,302,654,76,58,616,650,8,65,84
13080:22205,40,2703,2162,1069,875,3632,1352,967,3704
13081:363,654,76,866,650,8,65,84,508,70
13087:17,302,654,76,58,616,650,8,65,84
13092:65,22603,302,76,58,616,866,650,8,65
13094:17,302,654,76,58,616,650,8,65,84
13106:1701,35355,33504,92801,75503,69909,43081,23944,75252,76170
13109:17,302,654,76,58,616,866,650,8,65
13110:17,302,654,76,58,616,866,650,8,65
13116:347,6901,6545,3176,2092,2312,18287,3148,1787,3847
13152:17,17,654,76,58,616,650,8,65,84
13153:866,361,238,709,262,698,500,901,2139,409
13177:24761,17,302,654,76,58,616,650,8,65
13179:17,302,654,58,616,866,650,8,65,84
13192:873,931,1276,431,3476,1539,219,718,4697,8066
13195:15,1058,17,302,654,76,58,616,866,650
13226:55388,168,719,2318,1205,2715,4308,1460,5738,1326
13233:17,302,654,76,58,616,866,650,8,65
13259:866,361,238,709,262,698,500,901,2139,409
13264:302,654,76,58,616,866,650,8,65,84
13269:60010,40,2703,2162,1069,875,3632,967,1930,2275
13280:5542,17,302,654,76,58,616,8,65,84
13285:17,302,654,76,58,616,866,650,8,65
13289:17,302,654,76,58,616,866,650,8,65
13295:559,302,654,76,866,650,8,65,84,29
13296:924,669,40,2703,2162,225,1069,875,3632,967
13307:7446,17,302,654,76,58,616,650,8,65
13312:654,76,58,616,650,8,65,84,518,224
13319:985,40,2703,2162,1069,875,3632,967,1930,2275
13325:669,225,7680,4292,415,6559,2983,98,1989,11008
13335:17,302,654,76,58,866,8,65,84,29
13339:189,9289,3172,3737,7021,19871,3672,10492,17567,3992
13353:17,302,654,76,58,616,866,650,8,65
13367:17,302,654,76,58,616,650,8,65,84
13375:2703,40,2703,2162,1069,875,3632,967,1930,2275
13377:2717,1965,17,302,654,76,58,616,866,650
13380:669,225,924,7680,4292,415,6559,2983,98,1989
13387:669,225,924,7680,4292,415,6559,2983,98,1989
13392:40,2703,2162,1069,875,3632,967,533,1930,2275
13414:395,302,654,76,58,616,650,8,65,84
13425:1097,7556,6304,5262,1335,6463,8077,12092,9250,24262
13432:1572,17,302,654,76,58,616,866,650,8
13434:15976,302,654,76,58,616,866,8,65,84
13435:37694,17,302,654,76,58,616,866,650,8
13436:17,302,654,76,58,616,650,8,65,84
13444:303,1009,40,17,302,654,76,58,616,866
13445:17,302,654,58,866,650,8,65,84,29
13447:5477,168,719,2318,1205,2715,4308,1460,5738,1326
13459:5214,18287,866,226,361,238,709,698,500,873
13464:168,17,302,654,76,58,616,650,8,65
13466:1382,17,302,654,76,58,616,866,650,8
13467:17,302,654,76,58,616,650,8,65,84
13469:654,76,58,616,866,650,8,65,84,518
13470:42505,24825,533,311,5975,8772,11626,3034,13420,7622
13504:947,302,76,58,616,866,8,65,84,29
13506:9006,17,302,654,76,58,616,650,8,65
13511:49217,1550,2626,302,654,76,58,616,866,650
